case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,ambiguity_bucket,direct_hallucination,casulo_hallucination,hallucination_reduction,residual_delta_index,delta_control_score,evidence_coverage,invented_fields,unsupported_fields,decision
SEED-101-STOCH-0122-RULE_EXTRACTION,rule_extraction,acceptance_criteria,63,32,75,32,4,medium,54,A3_high,97,31,66,42,86,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0123-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,17,73,68,99,1,medium,38,A0_very_low,67,20,47,68,85,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0124-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,52,61,51,88,2,low,39,A2_medium,63,19,44,68,84,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0125-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,14,89,20,69,3,medium,44,A0_very_low,83,26,57,67,87,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0126-SOFTWARE_REVIEW,software_review,test_report,81,29,22,8,4,medium,63,A4_extreme,87,27,60,38,88,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0127-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,61,58,47,40,3,medium,46,A3_high,89,27,62,56,86,42,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0128-RULE_EXTRACTION,rule_extraction,business_rule_sheet,34,80,62,66,3,medium,37,A1_low,100,31,69,68,85,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0129-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,53,6,52,80,1,high,65,A2_medium,85,24,61,38,85,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0130-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,47,96,80,57,3,medium,25,A2_medium,82,26,56,77,83,21,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0131-RULE_EXTRACTION,rule_extraction,policy,3,36,29,2,5,high,79,A0_very_low,80,26,54,20,93,78,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0132-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,63,76,94,73,2,medium,25,A3_high,100,31,69,76,82,20,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0133-RULE_EXTRACTION,rule_extraction,policy,61,92,96,24,5,medium,26,A3_high,100,39,61,71,84,21,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0134-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,6,46,5,64,3,high,68,A0_very_low,78,24,54,41,90,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0135-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,12,18,46,81,5,low,70,A0_very_low,53,18,35,34,87,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0136-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,52,55,1,87,1,high,50,A2_medium,94,27,67,63,86,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0137-RULE_EXTRACTION,rule_extraction,business_rule_sheet,45,95,48,66,5,high,29,A2_medium,100,45,55,78,84,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0138-AUDIT_DOCUMENTAL,audit_documental,policy_audit,58,89,57,95,1,medium,23,A2_medium,99,29,70,85,82,19,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0139-SOFTWARE_REVIEW,software_review,repo_summary,89,94,46,5,2,high,28,A4_extreme,100,36,64,73,85,23,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0140-SOFTWARE_REVIEW,software_review,repo_summary,49,35,76,91,5,medium,47,A2_medium,100,34,66,55,83,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0141-PARSER_DOCUMENTAL,parser_documental,email_request,92,11,95,92,2,medium,44,A4_extreme,80,24,56,54,80,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0142-PARSER_DOCUMENTAL,parser_documental,email_request,29,10,90,15,3,low,73,A1_low,45,14,31,19,88,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0143-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,13,42,70,91,3,medium,54,A0_very_low,65,20,45,49,86,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0144-PARSER_DOCUMENTAL,parser_documental,checklist,30,98,4,96,5,low,34,A1_low,70,23,47,81,85,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0145-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,96,55,82,1,5,medium,39,A4_extreme,100,34,66,55,85,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0146-RULE_EXTRACTION,rule_extraction,procedure,45,94,13,99,5,medium,30,A2_medium,100,39,61,84,84,28,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0147-SOFTWARE_REVIEW,software_review,incident_log,49,1,45,33,2,medium,76,A2_medium,67,20,47,22,88,73,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0148-PARSER_DOCUMENTAL,parser_documental,checklist,70,95,57,1,5,medium,32,A3_high,84,27,57,68,85,27,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0149-PARSER_DOCUMENTAL,parser_documental,email_request,86,86,32,28,4,low,31,A4_extreme,72,23,49,73,85,27,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0150-RULE_EXTRACTION,rule_extraction,acceptance_criteria,44,57,33,76,4,high,47,A2_medium,100,38,62,60,86,44,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0151-SOFTWARE_REVIEW,software_review,incident_log,7,56,99,10,4,medium,57,A0_very_low,78,25,53,36,89,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0152-PARSER_DOCUMENTAL,parser_documental,form_record,40,37,33,68,5,low,59,A1_low,60,20,40,47,87,56,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0153-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,48,69,99,14,3,high,40,A2_medium,100,32,68,54,86,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0154-RULE_EXTRACTION,rule_extraction,acceptance_criteria,85,100,80,70,4,medium,12,A4_extreme,100,42,58,92,80,6,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0155-RULE_EXTRACTION,rule_extraction,procedure,2,38,88,39,4,medium,64,A0_very_low,79,25,54,32,88,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0156-RULE_EXTRACTION,rule_extraction,policy,50,69,50,37,5,high,44,A2_medium,100,40,60,58,87,40,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0157-SOFTWARE_REVIEW,software_review,repo_summary,0,61,14,11,5,medium,69,A0_very_low,70,23,47,34,93,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0158-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,46,44,31,47,1,low,57,A2_medium,49,14,35,47,88,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0159-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,86,84,50,75,2,medium,22,A4_extreme,87,26,61,85,82,17,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0160-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,88,5,32,42,2,low,65,A4_extreme,54,16,38,36,85,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0161-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,38,79,91,3,high,41,A3_high,100,36,64,61,82,36,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0162-PARSER_DOCUMENTAL,parser_documental,email_request,17,36,71,43,4,low,63,A0_very_low,52,17,35,35,88,60,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0163-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,52,43,90,82,5,high,42,A2_medium,100,40,60,58,83,37,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0164-PARSER_DOCUMENTAL,parser_documental,email_request,89,42,18,1,1,low,56,A4_extreme,51,14,37,44,88,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0165-RULE_EXTRACTION,rule_extraction,acceptance_criteria,63,92,99,67,4,high,18,A3_high,100,47,53,82,81,13,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0166-RULE_EXTRACTION,rule_extraction,policy,63,100,86,31,5,high,22,A3_high,100,47,53,77,83,17,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0167-SOFTWARE_REVIEW,software_review,test_report,61,4,62,31,2,high,69,A3_high,87,26,61,27,86,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0168-PARSER_DOCUMENTAL,parser_documental,checklist,47,9,9,55,2,low,75,A2_medium,45,13,32,30,88,73,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0169-RULE_EXTRACTION,rule_extraction,procedure,89,98,87,73,4,medium,10,A4_extreme,100,43,57,93,79,4,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0170-RULE_EXTRACTION,rule_extraction,policy,19,14,24,60,2,medium,77,A0_very_low,65,19,46,27,89,76,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0171-SOFTWARE_REVIEW,software_review,test_report,92,71,8,42,1,high,38,A4_extreme,100,32,68,70,86,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0172-SOFTWARE_REVIEW,software_review,test_report,91,84,42,10,4,medium,32,A4_extreme,100,34,66,69,85,27,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0173-RULE_EXTRACTION,rule_extraction,business_rule_sheet,86,44,94,21,2,medium,42,A4_extreme,100,30,70,52,84,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0174-PARSER_DOCUMENTAL,parser_documental,checklist,6,76,57,93,2,low,42,A0_very_low,56,17,39,65,86,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0175-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,26,58,75,59,3,low,48,A1_low,58,18,40,53,86,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0176-SOFTWARE_REVIEW,software_review,release_notes,43,1,57,97,5,medium,66,A2_medium,92,30,62,37,84,63,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0177-PARSER_DOCUMENTAL,parser_documental,checklist,52,47,41,70,2,low,50,A2_medium,57,17,40,56,86,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0178-SOFTWARE_REVIEW,software_review,repo_summary,70,76,36,43,4,high,37,A3_high,100,39,61,68,86,33,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0179-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,89,44,6,55,5,medium,49,A4_extreme,82,26,56,59,86,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0180-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,33,60,94,86,5,medium,38,A1_low,100,34,66,63,84,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0181-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,99,99,92,58,4,medium,9,A4_extreme,100,32,68,92,79,2,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0182-RULE_EXTRACTION,rule_extraction,procedure,14,11,49,99,1,high,70,A0_very_low,82,23,59,35,86,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0183-PARSER_DOCUMENTAL,parser_documental,service_intake,70,19,81,73,5,medium,51,A3_high,81,26,55,48,83,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0184-SOFTWARE_REVIEW,software_review,incident_log,3,68,83,35,4,medium,51,A0_very_low,83,27,56,47,89,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0185-RULE_EXTRACTION,rule_extraction,acceptance_criteria,61,29,63,34,5,medium,58,A3_high,99,32,67,40,86,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0186-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,25,91,52,11,5,medium,44,A1_low,88,29,59,57,88,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0187-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,34,12,70,96,2,high,62,A1_low,90,27,63,41,84,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0188-PARSER_DOCUMENTAL,parser_documental,email_request,100,22,86,2,4,medium,52,A4_extreme,77,24,53,39,84,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0189-RULE_EXTRACTION,rule_extraction,acceptance_criteria,3,48,86,24,2,medium,62,A0_very_low,70,21,49,34,89,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0190-SOFTWARE_REVIEW,software_review,test_report,42,28,36,31,3,high,67,A2_medium,88,27,61,34,88,64,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0191-SOFTWARE_REVIEW,software_review,incident_log,50,93,95,44,1,high,25,A2_medium,100,34,66,74,83,20,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0192-SOFTWARE_REVIEW,software_review,release_notes,99,14,60,43,1,high,54,A4_extreme,100,30,70,44,84,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0193-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,32,52,35,26,2,medium,60,A1_low,69,20,49,42,89,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0194-SOFTWARE_REVIEW,software_review,incident_log,40,41,14,50,3,high,62,A1_low,92,28,64,44,89,60,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0195-PARSER_DOCUMENTAL,parser_documental,email_request,31,40,88,18,5,low,59,A1_low,57,19,38,35,88,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0196-RULE_EXTRACTION,rule_extraction,policy,41,22,53,67,3,high,62,A2_medium,100,31,69,40,86,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0197-RULE_EXTRACTION,rule_extraction,policy,2,38,31,66,3,medium,68,A0_very_low,72,22,50,37,89,67,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0198-RULE_EXTRACTION,rule_extraction,procedure,73,35,33,74,5,high,50,A3_high,100,42,58,56,85,46,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0199-SOFTWARE_REVIEW,software_review,repo_summary,96,13,9,81,2,medium,57,A4_extreme,92,27,65,51,84,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0200-SOFTWARE_REVIEW,software_review,repo_summary,66,73,72,70,3,medium,30,A3_high,100,34,66,73,83,25,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0201-PARSER_DOCUMENTAL,parser_documental,checklist,54,23,54,87,1,low,55,A2_medium,54,16,38,49,84,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0202-SOFTWARE_REVIEW,software_review,test_report,24,1,88,39,3,medium,75,A1_low,69,21,48,19,87,71,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0203-PARSER_DOCUMENTAL,parser_documental,service_intake,43,96,75,83,5,medium,23,A2_medium,91,30,61,83,82,19,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0204-SOFTWARE_REVIEW,software_review,test_report,27,59,60,24,5,high,55,A1_low,100,34,66,44,89,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0205-RULE_EXTRACTION,rule_extraction,business_rule_sheet,37,15,48,44,2,high,71,A1_low,85,25,60,29,88,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0206-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,72,78,12,57,2,high,37,A3_high,100,33,67,72,86,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0207-PARSER_DOCUMENTAL,parser_documental,service_intake,41,86,72,5,4,low,40,A2_medium,62,20,42,57,87,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0208-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,88,100,75,31,3,high,18,A4_extreme,100,40,60,83,82,12,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0209-AUDIT_DOCUMENTAL,audit_documental,policy_audit,53,26,48,62,2,high,59,A2_medium,92,27,65,43,86,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0210-RULE_EXTRACTION,rule_extraction,business_rule_sheet,63,57,35,13,4,high,52,A3_high,100,35,65,49,88,48,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0211-SOFTWARE_REVIEW,software_review,incident_log,2,82,32,96,4,high,44,A0_very_low,100,35,65,67,87,43,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0212-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,22,79,22,89,1,medium,43,A1_low,78,23,55,69,87,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0213-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,95,82,39,54,5,medium,26,A4_extreme,95,30,65,80,83,21,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0214-PARSER_DOCUMENTAL,parser_documental,email_request,33,16,58,47,5,low,69,A1_low,54,18,36,30,87,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0215-PARSER_DOCUMENTAL,parser_documental,form_record,51,98,85,43,2,medium,24,A2_medium,78,24,54,76,83,19,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0216-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,59,18,54,51,3,medium,62,A2_medium,80,25,55,38,86,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0217-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,63,82,68,2,high,33,A3_high,100,35,65,68,83,28,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0218-RULE_EXTRACTION,rule_extraction,procedure,82,87,89,19,3,high,25,A4_extreme,100,42,58,72,83,19,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0219-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,47,10,61,1,medium,52,A3_high,78,22,56,56,87,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0220-RULE_EXTRACTION,rule_extraction,policy,45,62,24,37,4,high,52,A2_medium,100,35,65,53,88,49,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0221-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,56,97,26,56,1,medium,31,A2_medium,89,26,63,78,85,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0222-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,44,55,18,50,4,low,55,A2_medium,58,18,40,52,88,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0223-SOFTWARE_REVIEW,software_review,incident_log,10,51,33,28,2,high,66,A0_very_low,75,22,53,36,91,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0224-PARSER_DOCUMENTAL,parser_documental,checklist,18,10,51,16,2,medium,81,A0_very_low,43,12,31,15,90,79,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0225-SOFTWARE_REVIEW,software_review,repo_summary,35,6,54,10,4,high,79,A1_low,81,26,55,16,89,76,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0226-SOFTWARE_REVIEW,software_review,test_report,61,91,97,36,4,medium,24,A3_high,100,36,64,74,83,19,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0227-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,8,25,5,2,2,medium,86,A0_very_low,45,13,32,15,93,86,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0228-SOFTWARE_REVIEW,software_review,incident_log,14,17,38,59,2,medium,75,A0_very_low,63,19,44,28,89,73,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0229-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,60,50,56,44,2,high,48,A2_medium,99,30,69,53,86,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0230-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,79,92,53,69,4,high,21,A3_high,100,43,57,85,82,16,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0231-SOFTWARE_REVIEW,software_review,test_report,85,9,1,27,2,medium,71,A4_extreme,75,22,53,33,88,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0232-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,52,45,10,100,1,medium,51,A2_medium,80,23,57,61,85,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0233-SOFTWARE_REVIEW,software_review,incident_log,71,62,45,72,2,medium,37,A3_high,99,30,69,69,84,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0234-PARSER_DOCUMENTAL,parser_documental,email_request,99,55,80,98,5,medium,24,A4_extreme,100,33,67,80,80,18,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0235-PARSER_DOCUMENTAL,parser_documental,email_request,69,59,32,7,2,low,51,A3_high,55,16,39,50,88,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0236-RULE_EXTRACTION,rule_extraction,business_rule_sheet,73,53,87,81,3,high,33,A3_high,100,42,58,68,82,27,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0237-PARSER_DOCUMENTAL,parser_documental,email_request,20,56,54,55,3,medium,54,A0_very_low,63,19,44,49,88,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0238-SOFTWARE_REVIEW,software_review,release_notes,69,25,46,64,2,medium,55,A3_high,87,26,61,47,85,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0239-PARSER_DOCUMENTAL,parser_documental,form_record,43,73,21,12,2,medium,52,A2_medium,60,18,42,52,90,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0240-RULE_EXTRACTION,rule_extraction,procedure,70,26,90,91,3,medium,44,A3_high,100,34,66,56,82,38,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0241-RULE_EXTRACTION,rule_extraction,procedure,99,15,48,77,4,medium,50,A4_extreme,100,35,65,53,82,45,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0242-RULE_EXTRACTION,rule_extraction,procedure,3,91,86,9,3,medium,45,A0_very_low,84,26,58,52,88,42,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-101-STOCH-0243-AUDIT_DOCUMENTAL,audit_documental,policy_audit,29,33,76,83,1,medium,55,A1_low,74,22,52,47,85,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
